1,1,9/24/2016,00:00.0,22.15351229
2,2,9/24/2016,00:00.0,18.29718813
3,3,9/24/2016,00:00.0,12.63661526
4,4,9/24/2016,00:00.0,4.963389973
5,5,9/24/2016,00:00.0,7.830415962
6,6,9/24/2016,00:00.0,20.01929333
7,7,9/24/2016,00:00.0,15.45383078
8,8,9/24/2016,00:00.0,3.404336506
9,9,9/24/2016,00:00.0,5.226175959
10,10,9/24/2016,00:00.0,10.26076539
11,11,9/24/2016,00:00.0,18.50213851
12,12,9/24/2016,00:00.0,19.20997794
13,1,9/24/2016,31:00.0,8.680326988
14,2,9/24/2016,31:00.0,5.21948476
15,3,9/24/2016,31:00.0,3.521370283
16,4,9/24/2016,31:00.0,19.22612582
17,5,9/24/2016,31:00.0,11.88295437
18,6,9/24/2016,31:00.0,7.89941589
19,7,9/24/2016,31:00.0,17.7496047
20,8,9/24/2016,31:00.0,17.74553815
21,9,9/24/2016,31:00.0,18.12784698
22,10,9/24/2016,31:00.0,15.19955616
23,11,9/24/2016,31:00.0,21.75665882
24,12,9/24/2016,31:00.0,5.771898954
25,1,9/24/2016,31:10.0,4.202428494
26,2,9/24/2016,31:10.0,21.22626587
27,3,9/24/2016,31:10.0,8.809092054
28,4,9/24/2016,31:10.0,7.174822664
29,5,9/24/2016,31:10.0,11.0980893
30,6,9/24/2016,31:10.0,19.45495693
31,7,9/24/2016,31:10.0,14.9909133
32,8,9/24/2016,31:10.0,22.34247309
33,9,9/24/2016,31:10.0,8.170005058
34,10,9/24/2016,31:10.0,19.21977763
35,11,9/24/2016,31:10.0,5.909135822
36,12,9/24/2016,31:10.0,13.02307974
37,1,9/24/2016,31:20.0,10.36177434
38,2,9/24/2016,31:20.0,19.27356942
39,3,9/24/2016,31:20.0,21.88727986
40,4,9/24/2016,31:20.0,17.42076517
41,5,9/24/2016,31:20.0,10.02701574
42,6,9/24/2016,31:20.0,4.7364955
43,7,9/24/2016,31:20.0,15.36551274
44,8,9/24/2016,31:20.0,6.07349262
45,9,9/24/2016,31:20.0,15.02616653
46,10,9/24/2016,31:20.0,15.05882242
47,11,9/24/2016,31:20.0,14.74097249
48,12,9/24/2016,31:20.0,6.985656788
49,1,9/24/2016,31:30.0,7.305143723
50,2,9/24/2016,31:30.0,8.376367116
51,3,9/24/2016,31:30.0,14.73588253
52,4,9/24/2016,31:30.0,5.720894474
53,5,9/24/2016,31:30.0,8.561463026
54,6,9/24/2016,31:30.0,13.9107619
55,7,9/24/2016,31:30.0,7.185136266
56,8,9/24/2016,31:30.0,16.0853091
57,9,9/24/2016,31:30.0,16.40430822
58,10,9/24/2016,31:30.0,10.02742597
59,11,9/24/2016,31:30.0,8.123447342
60,12,9/24/2016,31:30.0,17.19899111
61,1,9/24/2016,31:40.0,13.40120198
62,2,9/24/2016,31:40.0,14.98137575
63,3,9/24/2016,31:40.0,12.20946602
64,4,9/24/2016,31:40.0,9.956971484
65,5,9/24/2016,31:40.0,20.41324775
66,6,9/24/2016,31:40.0,7.968861813
67,7,9/24/2016,31:40.0,13.37242965
68,8,9/24/2016,31:40.0,8.556910471
69,9,9/24/2016,31:40.0,8.336358245
70,10,9/24/2016,31:40.0,3.273529887
71,11,9/24/2016,31:40.0,16.28162118
72,12,9/24/2016,31:40.0,7.466479915
73,1,9/24/2016,31:50.0,14.83815588
74,2,9/24/2016,31:50.0,6.28260626
75,3,9/24/2016,31:50.0,6.325149614
76,4,9/24/2016,31:50.0,18.91981196
77,5,9/24/2016,31:50.0,8.175497908
78,6,9/24/2016,31:50.0,4.11919079
79,7,9/24/2016,31:50.0,18.11514715
80,8,9/24/2016,31:50.0,5.226862774
81,9,9/24/2016,31:50.0,20.09951828
82,10,9/24/2016,31:50.0,14.96994566
83,11,9/24/2016,31:50.0,11.38491662
84,12,9/24/2016,31:50.0,17.13329279
85,1,9/24/2016,32:00.0,16.5683234
86,2,9/24/2016,32:00.0,9.458941769
87,3,9/24/2016,32:00.0,19.96855328
88,4,9/24/2016,32:00.0,14.26340335
89,5,9/24/2016,32:00.0,17.63270326
90,6,9/24/2016,32:00.0,21.02748162
91,7,9/24/2016,32:00.0,8.092620928
92,8,9/24/2016,32:00.0,6.356693575
93,9,9/24/2016,32:00.0,11.55494803
94,10,9/24/2016,32:00.0,8.496004119
95,11,9/24/2016,32:00.0,7.990245995
96,12,9/24/2016,32:00.0,8.846974729
97,1,9/24/2016,32:10.0,4.454892198
98,2,9/24/2016,32:10.0,13.95044298
99,3,9/24/2016,32:10.0,14.33295343
100,4,9/24/2016,32:10.0,21.55563082
101,5,9/24/2016,32:10.0,17.21435671
102,6,9/24/2016,32:10.0,3.043590817
103,7,9/24/2016,32:10.0,10.43451055
104,8,9/24/2016,32:10.0,11.18822977
105,9,9/24/2016,32:10.0,12.78823829
106,10,9/24/2016,32:10.0,22.41301061
107,11,9/24/2016,32:10.0,16.94514253
108,12,9/24/2016,32:10.0,10.6553399
109,1,9/24/2016,32:20.0,4.941392109
110,2,9/24/2016,32:20.0,6.065299653
111,3,9/24/2016,32:20.0,7.205950509
112,4,9/24/2016,32:20.0,3.095639619
113,5,9/24/2016,32:20.0,15.49523029
114,6,9/24/2016,32:20.0,17.1408613
115,7,9/24/2016,32:20.0,19.01854019
116,8,9/24/2016,32:20.0,22.92821311
117,9,9/24/2016,32:20.0,20.30872181
118,10,9/24/2016,32:20.0,14.48538964
119,11,9/24/2016,32:20.0,10.01244929
120,12,9/24/2016,32:20.0,3.612684594
121,1,9/24/2016,32:30.0,8.266806274
122,2,9/24/2016,32:30.0,22.73747115
123,3,9/24/2016,32:30.0,4.351455343
124,4,9/24/2016,32:30.0,20.99872787
125,5,9/24/2016,32:30.0,5.73455272
126,6,9/24/2016,32:30.0,13.16434584
127,7,9/24/2016,32:30.0,7.205532527
128,8,9/24/2016,32:30.0,16.96619494
129,9,9/24/2016,32:30.0,8.444755174
130,10,9/24/2016,32:30.0,11.44026676
131,11,9/24/2016,32:30.0,8.183557222
132,12,9/24/2016,32:30.0,13.080017
133,1,9/24/2016,32:40.0,18.31400092
134,2,9/24/2016,32:40.0,7.226355765
135,3,9/24/2016,32:40.0,11.27358617
136,4,9/24/2016,32:40.0,18.17175099
137,5,9/24/2016,32:40.0,7.243188694
138,6,9/24/2016,32:40.0,11.58830133
139,7,9/24/2016,32:40.0,7.654989214
140,8,9/24/2016,32:40.0,3.159101581
141,9,9/24/2016,32:40.0,8.635772723
142,10,9/24/2016,32:40.0,19.94243345
143,11,9/24/2016,32:40.0,13.50782037
144,12,9/24/2016,32:40.0,7.543201923
145,1,9/24/2016,32:50.0,4.799500832
146,2,9/24/2016,32:50.0,19.30111081
147,3,9/24/2016,32:50.0,14.51039545
148,4,9/24/2016,32:50.0,14.34831417
149,5,9/24/2016,32:50.0,7.803677255
150,6,9/24/2016,32:50.0,7.47987662
151,7,9/24/2016,32:50.0,4.575251663
152,8,9/24/2016,32:50.0,10.85926402
153,9,9/24/2016,32:50.0,6.664448514
154,10,9/24/2016,32:50.0,3.751068567
155,11,9/24/2016,32:50.0,15.78383683
156,12,9/24/2016,32:50.0,17.15125615
157,1,9/24/2016,33:00.0,15.48234094
158,2,9/24/2016,33:00.0,22.14293361
159,3,9/24/2016,33:00.0,21.65779869
160,4,9/24/2016,33:00.0,11.77937966
161,5,9/24/2016,33:00.0,5.794140347
162,6,9/24/2016,33:00.0,20.62053709
163,7,9/24/2016,33:00.0,21.53172571
164,8,9/24/2016,33:00.0,11.64647008
165,9,9/24/2016,33:00.0,8.892234687
166,10,9/24/2016,33:00.0,15.03283673
167,11,9/24/2016,33:00.0,12.24009297
168,12,9/24/2016,33:00.0,22.29943508
169,1,9/24/2016,33:10.0,14.09854647
170,2,9/24/2016,33:10.0,4.310810023
171,3,9/24/2016,33:10.0,19.34257752
172,4,9/24/2016,33:10.0,13.01578601
173,5,9/24/2016,33:10.0,12.58699612
174,6,9/24/2016,33:10.0,7.16141481
175,7,9/24/2016,33:10.0,13.27773095
176,8,9/24/2016,33:10.0,18.08155543
177,9,9/24/2016,33:10.0,9.257327441
178,10,9/24/2016,33:10.0,7.580093513
179,11,9/24/2016,33:10.0,4.062266941
180,12,9/24/2016,33:10.0,15.11056374
181,1,9/24/2016,33:20.0,18.79754763
182,2,9/24/2016,33:20.0,19.44109559
183,3,9/24/2016,33:20.0,21.1828314
184,4,9/24/2016,33:20.0,19.12864209
185,5,9/24/2016,33:20.0,12.17727623
186,6,9/24/2016,33:20.0,8.978925989
187,7,9/24/2016,33:20.0,12.11726885
188,8,9/24/2016,33:20.0,6.250054134
189,9,9/24/2016,33:20.0,21.32457285
190,10,9/24/2016,33:20.0,8.222951637
191,11,9/24/2016,33:20.0,11.115555
192,12,9/24/2016,33:20.0,15.31943913
193,1,9/24/2016,33:30.0,20.40681623
194,2,9/24/2016,33:30.0,16.91415884
195,3,9/24/2016,33:30.0,14.1742949
196,4,9/24/2016,33:30.0,6.445148725
197,5,9/24/2016,33:30.0,10.33151204
198,6,9/24/2016,33:30.0,22.89046561
199,7,9/24/2016,33:30.0,12.94623995
200,8,9/24/2016,33:30.0,11.40966771
201,9,9/24/2016,33:30.0,7.019641178
202,10,9/24/2016,33:30.0,11.42786366
203,11,9/24/2016,33:30.0,11.5919052
204,12,9/24/2016,33:30.0,18.03861309
205,1,9/24/2016,33:40.0,17.54949573
206,2,9/24/2016,33:40.0,13.77510699
207,3,9/24/2016,33:40.0,7.73387703
208,4,9/24/2016,33:40.0,10.01699966
209,5,9/24/2016,33:40.0,7.177192057
210,6,9/24/2016,33:40.0,4.653270535
211,7,9/24/2016,33:40.0,20.5041536
212,8,9/24/2016,33:40.0,5.711914216
213,9,9/24/2016,33:40.0,17.62985123
214,10,9/24/2016,33:40.0,12.49715061
215,11,9/24/2016,33:40.0,16.24150642
216,12,9/24/2016,33:40.0,11.1040091
217,1,9/24/2016,33:50.0,19.2346857
218,2,9/24/2016,33:50.0,9.022444984
219,3,9/24/2016,33:50.0,5.157833641
220,4,9/24/2016,33:50.0,9.687648806
221,5,9/24/2016,33:50.0,4.724641419
222,6,9/24/2016,33:50.0,11.49227492
223,7,9/24/2016,33:50.0,14.55920681
224,8,9/24/2016,33:50.0,15.28448706
225,9,9/24/2016,33:50.0,19.38623508
226,10,9/24/2016,33:50.0,5.070385595
227,11,9/24/2016,33:50.0,4.723513473
228,12,9/24/2016,33:50.0,21.27325472
229,1,9/24/2016,34:00.0,12.81892364
230,2,9/24/2016,34:00.0,15.3237818
231,3,9/24/2016,34:00.0,5.384254974
232,4,9/24/2016,34:00.0,14.74136475
233,5,9/24/2016,34:00.0,4.161318495
234,6,9/24/2016,34:00.0,3.38980914
235,7,9/24/2016,34:00.0,18.53346836
236,8,9/24/2016,34:00.0,19.75438703
237,9,9/24/2016,34:00.0,6.82167638
238,10,9/24/2016,34:00.0,11.03981412
239,11,9/24/2016,34:00.0,4.418518946
240,12,9/24/2016,34:00.0,16.95489589
241,1,9/24/2016,34:10.0,14.4461342
242,2,9/24/2016,34:10.0,19.48469558
243,3,9/24/2016,34:10.0,21.52014377
244,4,9/24/2016,34:10.0,13.66928873
245,5,9/24/2016,34:10.0,11.93377274
246,6,9/24/2016,34:10.0,4.183167685
247,7,9/24/2016,34:10.0,6.468439773
