S5_2,9/24/2016,8:31:00.0,15.19955616
S5_2,9/24/2016,8:31:10.0,19.21977763
S5_2,9/24/2016,8:31:20.0,15.05882242
S5_2,9/24/2016,8:31:30.0,10.02742597
S5_2,9/24/2016,8:31:40.0,3.273529887
S5_2,9/24/2016,8:31:50.0,14.96994566
S5_2,9/24/2016,8:32:00.0,8.496004119
S5_2,9/24/2016,8:32:10.0,22.41301061
S5_2,9/24/2016,8:32:20.0,14.48538964
S5_2,9/24/2016,8:32:30.0,11.44026676
S5_2,9/24/2016,8:32:40.0,19.94243345
S5_2,9/24/2016,8:32:50.0,3.751068567
S5_2,9/24/2016,8:33:00.0,15.03283673
S5_2,9/24/2016,8:33:10.0,7.580093513
S5_2,9/24/2016,8:33:20.0,8.222951637
S5_2,9/24/2016,8:33:30.0,11.42786366
S5_2,9/24/2016,8:33:40.0,12.49715061
S5_2,9/24/2016,8:33:50.0,5.070385595
S5_2,9/24/2016,8:34:00.0,11.03981412
S5_2,9/24/2016,8:34:10.0,9.364516283
S5_2,9/24/2016,8:34:20.0,16.12150565
S5_2,9/24/2016,8:34:30.0,17.20139633
S5_2,9/24/2016,8:34:40.0,5.83934839
S5_2,9/24/2016,8:34:50.0,9.808971351
S5_2,9/24/2016,8:35:00.0,12.21307447
S5_2,9/24/2016,8:35:10.0,9.054244168
S5_2,9/24/2016,8:35:20.0,18.84628806
S5_2,9/24/2016,8:35:30.0,18.3425045
S5_2,9/24/2016,8:35:40.0,20.7265258
S5_2,9/24/2016,8:35:50.0,17.29231565
S5_2,9/24/2016,8:36:00.0,9.983966375
S5_2,9/24/2016,8:36:10.0,11.40711072
S5_2,9/24/2016,8:36:20.0,13.16799458
S5_2,9/24/2016,8:36:30.0,21.94490857
S5_2,9/24/2016,8:36:40.0,6.64552685
S5_2,9/24/2016,8:36:50.0,22.65746894
S5_2,9/24/2016,8:37:00.0,5.591517041
S5_2,9/24/2016,8:37:10.0,14.00789922
S5_2,9/24/2016,8:37:20.0,18.56132896
S5_2,9/24/2016,8:37:30.0,5.906646178
S5_2,9/24/2016,8:37:40.0,16.11460944
S5_2,9/24/2016,8:37:50.0,13.28414251
S5_2,9/24/2016,8:38:00.0,3.926981442
S5_2,9/24/2016,8:38:10.0,18.01262053
S5_2,9/24/2016,8:38:20.0,6.591844975
S5_2,9/24/2016,8:38:30.0,6.290484548
S5_2,9/24/2016,8:38:40.0,17.21024283
S5_2,9/24/2016,8:38:50.0,11.83436
S5_2,9/24/2016,8:39:00.0,13.84130395
S5_2,9/24/2016,8:39:10.0,5.780512501
S5_2,9/24/2016,8:39:20.0,8.526222831
S5_2,9/24/2016,8:39:30.0,10.3410741
S5_2,9/24/2016,8:39:40.0,15.55557087
S5_2,9/24/2016,8:39:50.0,21.06042289
S5_2,9/24/2016,8:40:00.0,18.14473122
S5_2,9/24/2016,8:40:10.0,4.501177005
S5_2,9/24/2016,8:40:20.0,20.86747327
S5_2,9/24/2016,8:40:30.0,9.226106916
S5_2,9/24/2016,8:40:40.0,17.94346911
S5_2,9/24/2016,8:40:50.0,10.38483996
S5_2,9/24/2016,8:41:00.0,5.594434231
S5_2,9/24/2016,8:41:10.0,18.14273409
S5_2,9/24/2016,8:41:20.0,22.08266055
S5_2,9/24/2016,8:41:30.0,22.44420645
S5_2,9/24/2016,8:41:40.0,7.865454381
S5_2,9/24/2016,8:41:50.0,21.87906349
S5_2,9/24/2016,8:42:00.0,7.133739451
S5_2,9/24/2016,8:42:10.0,20.5379958
S5_2,9/24/2016,8:42:20.0,3.027742182
S5_2,9/24/2016,8:42:30.0,7.788682279
S5_2,9/24/2016,8:42:40.0,5.144533293
S5_2,9/24/2016,8:42:50.0,4.515213377
S5_2,9/24/2016,8:43:00.0,17.8277392
S5_2,9/24/2016,8:43:10.0,13.09676395
S5_2,9/24/2016,8:43:20.0,13.29777133
S5_2,9/24/2016,8:43:30.0,22.52897118
S5_2,9/24/2016,8:43:40.0,18.65983631
S5_2,9/24/2016,8:43:50.0,21.1563161
S5_2,9/24/2016,8:44:00.0,7.269727448
S5_2,9/24/2016,8:44:10.0,4.359583209
S5_2,9/24/2016,8:44:20.0,10.88646211
S5_2,9/24/2016,8:44:30.0,20.81519705
S5_2,9/24/2016,8:44:40.0,20.97358634
S5_2,9/24/2016,8:44:50.0,9.693042252
S5_2,9/24/2016,8:45:00.0,7.691947226
S5_2,9/24/2016,8:45:10.0,10.87078406
S5_2,9/24/2016,8:45:20.0,3.62370273
S5_2,9/24/2016,8:45:30.0,15.56654922
S5_2,9/24/2016,8:45:40.0,11.27043386
S5_2,9/24/2016,8:45:50.0,21.11155414
S5_2,9/24/2016,8:46:00.0,15.46094771
S5_2,9/24/2016,8:46:10.0,17.34304355
S5_2,9/24/2016,8:46:20.0,12.37373417
S5_2,9/24/2016,8:46:30.0,17.02685602
S5_2,9/24/2016,8:46:40.0,8.845582488
S5_2,9/24/2016,8:46:50.0,20.92420308
S5_2,9/24/2016,8:47:00.0,22.70316653
S5_2,9/24/2016,8:47:10.0,19.95415896
S5_2,9/24/2016,8:47:20.0,20.34034342
S5_2,9/24/2016,8:47:30.0,19.1611084
S5_2,9/24/2016,8:47:40.0,20.88428418
S5_2,9/24/2016,8:47:50.0,12.58435461
S5_2,9/24/2016,8:48:00.0,18.00667539
S5_2,9/24/2016,8:48:10.0,7.572873452
S5_2,9/24/2016,8:48:20.0,20.18266694
S5_2,9/24/2016,8:48:30.0,8.156496421
S5_2,9/24/2016,8:48:40.0,3.213754478
S5_2,9/24/2016,8:48:50.0,20.35504397
S5_2,9/24/2016,8:49:00.0,4.789394885
S5_2,9/24/2016,8:49:10.0,14.96845822
S5_2,9/24/2016,8:49:20.0,6.558317634
S5_2,9/24/2016,8:49:30.0,8.964283188
S5_2,9/24/2016,8:49:40.0,4.940976608
S5_2,9/24/2016,8:49:50.0,3.101615538
S5_2,9/24/2016,8:50:00.0,17.55737675
S5_2,9/24/2016,8:50:10.0,8.088617134
S5_2,9/24/2016,8:50:20.0,7.874664361
S5_2,9/24/2016,8:50:30.0,8.518214506
S5_2,9/24/2016,8:50:40.0,20.74115953
S5_2,9/24/2016,8:50:50.0,17.50160773
S5_2,9/24/2016,8:51:00.0,10.9919142
S5_2,9/24/2016,8:51:10.0,13.44082933
S5_2,9/24/2016,8:51:20.0,5.070669416
S5_2,9/24/2016,8:51:30.0,13.50608739
S5_2,9/24/2016,8:51:40.0,13.22870044
S5_2,9/24/2016,8:51:50.0,3.883705787
S5_2,9/24/2016,8:52:00.0,4.271572484
S5_2,9/24/2016,8:52:10.0,12.18895763
S5_2,9/24/2016,8:52:20.0,19.41363687
S5_2,9/24/2016,8:52:30.0,5.825677961
S5_2,9/24/2016,8:52:40.0,3.811166985
S5_2,9/24/2016,8:52:50.0,20.32745396
S5_2,9/24/2016,8:53:00.0,21.12939861
S5_2,9/24/2016,8:53:10.0,3.333336199
S5_2,9/24/2016,8:53:20.0,15.54218445
S5_2,9/24/2016,8:53:30.0,22.55924537
S5_2,9/24/2016,8:53:40.0,9.313063697
S5_2,9/24/2016,8:53:50.0,10.06140536
S5_2,9/24/2016,8:54:00.0,6.668630283
